Rule class order,Rule class name,RuleType,row (within class),feast / season type,evening name,day name,Is Seasonal Time,ByDayOfWeek-Weekday,ByDayOfMonth-Month,ByDayOfMonth-Day,OT1,OT2a,OT2b,NT1,NT2,Morning OT,Morning NT,Evening OT,Evening NT,M Psalm main,M Psalm optional,M omitted if canticle,E Psalm main,E optional,E omitted if canticle
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,10,Festival,,St George,FALSE,,4,23,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,11,EveningBefore,1st EP of St Mark,,FALSE,,4,25,,,,,,,,Isaiah 52:7-10,Mark 1:1-15,,,,19,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,12,Festival,,St Mark the Evangelist,FALSE,,4,26,,,,,,Isaiah 62:6-10,Acts 12:25-end; Acts 13:1-13,Ezekiel 1:4-14,2 Timothy 4:1-11,"37:23-41,148",,,45,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,13,EveningBefore,1st EP of St Phillip and St James,,,,5,1,,,,,,,,Isaiah 40:27-31,John 12:20-26,,,,25,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,14,Festival,,"St Phillip and St James, Apostles",,,5,2,,,,,,Proverbs 4:10-18,James 1:1-12,Job 23:1-12,John 1:43-51,"139,146",,,149,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,15,EveningBefore,1st EP of St Matthias,,,,5,13,,,,,,,,Isaiah 22:15-22,"Philippians 3:13b-end,4:1",,,,147,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,16,Festival,,St Matthias the Apostle,,,5,14,,,,,,1 Samuel 2:27-35,Acts 2:37-47,1 Samuel 16:1-13a,Matthew 7:15-27,16,,,80,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,17,EveningBefore,1st EP of the Visitation of Mary to Elizabeth,,,,5,30,,,,,,,,Song of Solomon 2:8-14,Luke 1:26-38,,,,45,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,18,Festival,,The Visitation of Mary to Elizabeth,,,5,31,,,,,,1 Samuel 2:1-10,Mark 3:31-35,Zechariah 2:10-13,John 3:25-30,85,,,122,,
10,SundaysIn2022.cs,ByDayOfMonth,2,,,,,,12,5,,,,,,Isaiah 64:1-7,Matthew 11:2-11,Isaiah 40:1-11,Luke 1:1-25,80,,,75,,
10,SundaysIn2022.cs,ByDayOfMonth,3,,,,,,12,12,,,,,,Isaiah 25:1-9,1 Corinthians 4:1-5,Isaiah 35,Luke 1:57-66,"12,14",,,50:1-6,,
10,SundaysIn2022.cs,ByDayOfMonth,4,,,,,,12,19,,,,,,Isaiah 32:1-8,Revelation 22:6-21,Isaiah 10:33–11:10,Matthew 1:18-25,144,,,123,,
10,SundaysIn2022.cs,ByDayOfMonth,5,,,,,,12,26,,,,,,Jeremiah 26:12-15,Acts 6,Genesis 4:1-10,Matthew 23:34-39,13,,,86,,
10,SundaysIn2022.cs,ByDayOfMonth,6,,,,,,1,2,,,,,,Isaiah 12,1 Thes 2:1-8,1 Samuel 1:20-end,1 John 4:7-16,87,,,135,,
10,SundaysIn2022.cs,ByDayOfMonth,7,,,,,,1,9,,,,,,Isaiah 42:1-9,Acts 19:1-7,Isaiah 55:1-11,Romans 6:1-11,89:19-29,,,"46,47",,
10,SundaysIn2022.cs,ByDayOfMonth,8,,,,,,1,16,,,,,,Isaiah 49:1-7,Acts 16:11-15,1 Samuel 3:1-20,Ephesians 4:1-16,145:1-13,,,96,,
10,SundaysIn2022.cs,ByDayOfMonth,9,,,,,,1,23,,,,,,Deuteronomy 30:11-15,3 John 1:5-8,Numbers 9:15-23,1 Corinthians 7:17-24,113,,,33,,
10,SundaysIn2022.cs,ByDayOfMonth,10,,,,,,1,30,,,,,,Micah 6:1-8,1 Corinthians 6:12-20,1 Chronicles on 29:6-19,Acts 7:44-50,"71:1-6,15-17",,,34,,
10,SundaysIn2022.cs,ByDayOfMonth,11,,,,,,2,6,,,,,,Jeremiah 26:1-16,Acts 3:1-10,Hosea 1,Colossians 3:1-22,"3,4",,,2,,
10,SundaysIn2022.cs,ByDayOfMonth,12,,,,,,2,13,,,,,,"Jeremiah 30:1-3,10-22",Acts 6,"Hosea 10:1-8,12",Galatians 4:8-20,7,,,6,,
10,SundaysIn2022.cs,ByDayOfMonth,13,,,,,,2,20,,,,,,Jeremiah 28:1-11,Acts 14:8-17,Genesis 1:1-2:3,Matthew 6:25-end,104:1-26,,,147,,
10,SundaysIn2022.cs,ByDayOfMonth,14,,,,,,2,27,,,,,,Jeremiah 28:1-11,Acts 14:8-17,Genesis 1:1-2:3,Matthew 6:25-end,104:1-26,,,147,,
10,SundaysIn2022.cs,ByDayOfMonth,15,,,,,,3,6,,,,,,Micah 6:1-8,Luke 5:27-39,Jonah 3,Luke 18:9-14,50:1-15,,,119:73-88,,
10,SundaysIn2022.cs,ByDayOfMonth,16,,,,,,3,13,,,,,,"Genesis 17:1-7,15-16",Romans 11:13-24,"Jeremiah 22:1-9,13-17",Luke 14:27-33,119:161-176,,,135,,
10,SundaysIn2022.cs,ByDayOfMonth,17,,,,,,3,20,,,,,,Deuteronomy 6:4-9,"John 17:1a,11b-19",Genesis 28:10-19a,John 1:35-51,"26,28",,,"12,13",,
10,SundaysIn2022.cs,ByDayOfMonth,18,,,,,,3,27,,,,,,"Genesis 37:3-4,12-36",1 Peter 2:16-25,Isaiah 40:27–41:13,2 Timothy 4:1-18,"84,85",,,30,,
10,SundaysIn2022.cs,ByDayOfMonth,19,,,,,,4,3,,,,,,Isaiah 35:1-10,Romans 7:21–8:4,"2 Chronicles on 35:1-6,10-16",Luke 22:1-13,"111,112",,,35,,
10,SundaysIn2022.cs,ByDayOfMonth,20,,,,,,4,10,,,,,,Zechariah 9:9-12,1 Corinthians 2:1-12,Isaiah 5:1-7,Mark 12:1-12,"61,62",,,69:1-19,,
10,SundaysIn2022.cs,ByDayOfMonth,21,,,,,,4,17,,,,,,Ezekiel 47:1-12,John 2:13-22,Isaiah 43:1-21,1 Corinthians 15:1-11,"114,117",,,105,,
10,SundaysIn2022.cs,ByDayOfMonth,22,,,,,,4,24,,,,,,Exodus 12:1-13,1 Peter 1:3-12,"Isaiah 52:13-end,Isa 53:1-12",Luke 24:13-35,136:1-16,,,16,,
10,SundaysIn2022.cs,ByDayOfMonth,23,,,,,,5,1,,,,,,"Exodus 15:1-2,9-18",John 10:1-19,Isaiah 40:27-31,John 12:20-26,80:1-7,,,25,,
10,SundaysIn2022.cs,ByDayOfMonth,24,,,,,,5,8,,,,,,1 Kings 17:17-24,Luke 7:11-23,Isaiah 63:7-14,Luke 24:36-49,146,,,"113,114",,
10,SundaysIn2022.cs,ByDayOfMonth,25,,,,,,5,15,,,,,,2 Samuel 7:4-13,"Acts 2:14a,2:22-32",Daniel 6:6-23,Mark 15:46–16:8,16,,,98,,
10,SundaysIn2022.cs,ByDayOfMonth,26,,,,,,5,22,,,,,,Genesis 1:26-28,Colossians 3:1-11,Zephaniah 3:14-20,"Matthew 28:1-10,28:16-20",40:1-9,,,"126,127",,
10,SundaysIn2022.cs,ByDayOfMonth,27,,,,,,5,29,,,,,,Deuteronomy 34,Luke 24:44-53,Isaiah 44:1-8,Ephesians 4:7-16,99,,,68,,
10,SundaysIn2022.cs,ByDayOfMonth,28,,,,,,6,5,,,,,,Isaiah 40:12-23,1 Corinthians 2:6-16;,Exodus 33:7-20,2 Corinthians 3:4-18,36:5-10;150,,,33:1-12,,
10,SundaysIn2022.cs,ByDayOfMonth,29,,,,,,6,12,,,,,,Isaiah 6:1-8,Revelation 4,Exodus 3:1-15,John 3:1-17,29,,,"73:1-3,16-28",,
10,SundaysIn2022.cs,ByDayOfMonth,30,,,,,,6,19,,,,,,Deuteronomy 11:1-15,Acts 27:1-12,Genesis 24:1-27,Mark 5:21-end,"55:1-16,55:18-21",,,57,,
10,SundaysIn2022.cs,ByDayOfMonth,31,,,,,,6,26,,,,,,Deuteronomy 15:1-11,Acts 27:33-44,Genesis 27:1-40,Mark 6:1-6,64,,,60,,
10,SundaysIn2022.cs,ByDayOfMonth,32,,,,,,7,3,,,,,,2 Samuel 15:17-21,John 11:1-16,Job 42:1-6,1 Peter 1:3-12,"92,146",,,139,,
10,SundaysIn2022.cs,ByDayOfMonth,33,,,,,,7,10,,,,,,Deuteronomy 28:1-14,Acts 28:17-31,Genesis 32:9-30,Mark 7:1-23,76,,,77,,
10,SundaysIn2022.cs,ByDayOfMonth,34,,,,,,7,17,,,,,,Deuteronomy 30:1-10,1 Peter 3:8-18,"Genesis 41:1-16,25-37",1 Corinthians 4:8-13,"82,100",,,81,,
10,SundaysIn2022.cs,ByDayOfMonth,35,,,,,,7,24,,,,,,Song of Solomon 2,1 Peter 4:7-14,Deuteronomy 30:11-20,Mark 5:21-43,95,,,144,,
10,SundaysIn2022.cs,ByDayOfMonth,36,,,,,,7,31,,,,,,Song of Solomon 5:2-16,2 Peter 1:1-15,Genesis 50:4-26,1 Corinthians 14:1-19,106:1-10,,,107:1-32,,
10,SundaysIn2022.cs,ByDayOfMonth,37,,,,,,8,7,,,,,,Song of Solomon 8:5-7,2 Peter 3:8-13,Isaiah 11:10–12:6,2 Corinthians 1:1-22,115,,,108,,
10,SundaysIn2022.cs,ByDayOfMonth,38,,,,,,8,14,,,,,,Jonah 1,2 Peter 3:14-18,Proverbs 8:22-31,John 19:23-27,119:33-48,,,72,,
10,SundaysIn2022.cs,ByDayOfMonth,39,,,,,,8,21,,,,,,Jonah 2,Revelation 1,Isaiah 30:8-21,2 Corinthians 9,119:73-88,,,119:49-72,,
10,SundaysIn2022.cs,ByDayOfMonth,40,,,,,,8,28,,,,,,Jonah 3:1-9,Revelation 3:14-22,Isaiah 33:13-22,John 3:22-36,119:161-176,,,119:81-96,,
10,SundaysIn2022.cs,ByDayOfMonth,41,,,,,,9,4,,,,,,Jonah 3:10–4:11,Revelation 8:1-5,"Isaiah 43:14–end,44:1-5",John 5:30-47,"122,123",,,121,,
10,SundaysIn2022.cs,ByDayOfMonth,42,,,,,,9,11,,,,,,"Isaiah 44:24–end,45:1-8",Revelation 12:1-12,Isaiah 60,John 6:51-69,"126,127",,,"124,125",,
10,SundaysIn2022.cs,ByDayOfMonth,43,,,,,,9,18,,,,,,Isaiah 45:9-22,Revelation 14:1-5,Ezra 1,John 7:14-36,"130,131",,,129,,
10,SundaysIn2022.cs,ByDayOfMonth,44,,,,,,9,25,,,,,,Isaiah 48:12-22,Luke 1:37-54,Nehemiah 2,"John 8:31-38,48-59",132,,,"134,135",,
10,SundaysIn2022.cs,ByDayOfMonth,45,,,,,,10,2,,,,,,Isaiah 49:13-23,Luke 12:1-12,Nehemiah 5:1-13,John 9,141,,,142,,
10,SundaysIn2022.cs,ByDayOfMonth,46,,,,,,10,9,,,,,,Isaiah 50:4-10,Luke 13:22-30,Nehemiah 6:1-16,John 15:12-27,143,,,144,,
10,SundaysIn2022.cs,ByDayOfMonth,47,,,,,,10,16,,,,,,Isaiah 54:1-14,Luke 13:31-35,Nehemiah 8:9-18,John 16:1-11,147,,,149,,
10,SundaysIn2022.cs,ByDayOfMonth,48,,,,,,10,23,,,,,,Isaiah 59:9-20,Luke 14:1-14,"Eccles 11,12",2 Timothy 2:1-7,119:105-128,,,119:1-16,,
10,SundaysIn2022.cs,ByDayOfMonth,49,,,,,,10,30,,,,,,Job 26,Colossians 1:9-14,Lamentations 3:22-33,John 11:32-44,87,,,145,,
10,SundaysIn2022.cs,ByDayOfMonth,50,,,,,,11,6,,,,,,Isaiah 2:1-5,James 3:13-18,1 Kings 3:1-15,Romans 8:31-39,"20,90",,,40,,
10,SundaysIn2022.cs,ByDayOfMonth,51,,,,,,11,13,,,,,,1 Samuel 16:1-13,Matthew 13:44-52,Daniel 6,"Matthew 13:1-9,18-23",132,,,97,,
10,SundaysIn2022.cs,ByDayOfMonth,52,,,,,,11,20,,,,,,Zechariah 6:9-15,Revelation 11:15-18,1 Samuel 8:4-20,John 18:33-37,"29,110",,,72,,
10,SundaysIn2022.cs,ByDayOfMonth,53,,,,,,11,27,,,,,,Micah 4:1-7,1 Thessalonians 5:1-11,Isaiah 52:1-12,Matthew 24:15-28,44,,,9,,
