Rule class order,Rule set name,RuleType,row (within class),extra data,feast / season type,evening name,day name,Is Seasonal Time,ByDayOfWeek-RclYear,ByDayOfWeek-Weekday,ByDayOfMonth-Year,ByDayOfMonth-Month,ByDayOfMonth-Day,OT1,OT2a,OT2b,NT1,NT2,Morning apoc.,Morning OT,Morning OT alt,Morning NT,Morning NT alt,Evening apoc.,Evening OT,Evening OT alt,Evening NT,Evening NT alt.,Evening gospel for communion,M Psalm main,M Psalm optional,M Psalm alt.,M omitted if canticle,E Psalm main,E Psalm optional,E Psalm alt.,E omitted if canticle,RclTrack1-NameOverride,RclTrack1-FullNameOverride,RclTrack1-Note,RclTrack1-Other,RclTrack1-Apoc,RclTrack1-OT,RclTrack1-OT-alt,RclTrack1-Psalm,RclTrack1-Psalm-alt,RclTrack1-Canticle,RclTrack1-ApocCanticle,RclTrack1-NT,RclTrack1-NT-alt,RclTrack1-Gospel,RclTrack1-Gospel-alt,RclTrack2-NameOverride,RclTrack2-FullNameOverride,RclTrack2-Note,RclTrack2-Other,RclTrack2-Apoc,RclTrack2-OT,RclTrack2-OT-alt,RclTrack2-Psalm,RclTrack2-Psalm-alt,RclTrack2-Canticle,RclTrack2-Apoc-Canticle,RclTrack2-NT,RclTrack2-NT-alt,RclTrack2-Gospel,RclTrack2-Gospel-alt,RclTrack3-NameOverride,RclTrack3-FullNameOverride,RclTrack3-Note,RclTrack3-Other,RclTrack3-Apoc,RclTrack3-OT,RclTrack3-OT-alt,RclTrack3-Psalm,RclTrack3-Psalm-alt,RclTrack3-Canticle,RclTrack3-Apoc-Canticle,RclTrack3-NT,RclTrack3-NT-alt,RclTrack3-Gospel,RclTrack2-Gospel-alt
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,95,,,,Week of 23rd Sunday in Ordinary Time,FALSE,,Th,,,,2 Samuel 15:13–end,Habakkuk 1:12–2:5,Proverbs 20:1–22,Acts 9:32–end,Mark 7:24–30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,96,,,,Week of 23rd Sunday in Ordinary Time,FALSE,,F,,,,2 Samuel 16:1–14,Habakkuk 2:6–end,Proverbs 22:1–16,Acts 10:1–16,Mark 7:31–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,97,,,,Week of 23rd Sunday in Ordinary Time,FALSE,,S,,,,2 Samuel 17:1–23,Habakkuk 3:2–19a,Proverbs 24:23–end,Acts 10:17–33,Mark 8:1–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,98,,,,24th Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,99,,,,Week of 24th Sunday in Ordinary Time,FALSE,,M,,,,2 Samuel 18:1–18,Haggai 1:1–11,Proverbs 25:1–14,Acts 10:34–end,Mark 8:11–21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,100,,,,Week of 24th Sunday in Ordinary Time,FALSE,,T,,,,2 Samuel 18:19–19:8a,Haggai 1:12–2:9,Proverbs 25:15–end,Acts 11:1–18,Mark 8:22–26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,101,,,,Week of 24th Sunday in Ordinary Time,FALSE,,W,,,,2 Samuel 19:8b–23,Haggai 2:10–end,Proverbs 26:12–end,Acts 11:19–end,Mark 8:27–9:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,102,,,,Week of 24th Sunday in Ordinary Time,FALSE,,Th,,,,2 Samuel 19:24–end,Zechariah 1:1–17,Proverbs 27:1–22,Acts 12:1–17,Mark 9:2–13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,103,,,,Week of 24th Sunday in Ordinary Time,FALSE,,F,,,,2 Samuel 23:1–7,Zechariah 1:18–end; Zechariah 2,"Proverbs 30:1–9,30:24–31",Acts 12:18–end,Mark 9:14–29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,104,,,,Week of 24th Sunday in Ordinary Time,FALSE,,S,,,,2 Samuel 24,Zechariah 3,Proverbs 31:10–end,Acts 13:1–12,Mark 9:30–37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,105,,,,25th Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,106,,,,Week of 25th Sunday in Ordinary Time,FALSE,,M,,,,1 Kings 1:5–31,Zechariah 4,1 Chronicles 10:1–11:9,Acts 13:13–43,Mark 9:38–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,107,,,,Week of 25th Sunday in Ordinary Time,FALSE,,T,,,,"1 Kings 1:32–2:4,2:10–12",Zechariah 6:9–end,1 Chronicles 13,Acts 13:44–14:7,Mark 10:1–16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,108,,,,Week of 25th Sunday in Ordinary Time,FALSE,,W,,,,1 Kings 3,Zechariah 7,1 Chronicles 15:1–16:3,Acts 14:8–end,Mark 10:17–31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,109,,,,Week of 25th Sunday in Ordinary Time,FALSE,,Th,,,,1 Kings 4:29–5:12,Zechariah 8:1–8,1 Chronicles 17,Acts 15:1–21,Mark 10:32–34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,110,,,,Week of 25th Sunday in Ordinary Time,FALSE,,F,,,,"1 Kings 6:1,6:11–28",Zechariah 8:9–end,1 Chronicles 21:1–22:1,Acts 15:22–35,Mark 10:35–45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,111,,,,Week of 25th Sunday in Ordinary Time,FALSE,,S,,,,1 Kings 8:1–30,Zechariah 9:1–12,1 Chronicles 22:2–end,Acts 15:36–16:5,Mark 10:46–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,112,,,,26th Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,113,,,,Week of 26th Sunday in Ordinary Time,FALSE,,M,,,,1 Kings 8:31–62,Zechariah 10,1 Chronicles 28:1–10,Acts 16:6–24,Mark 11:1–11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,114,,,,Week of 26th Sunday in Ordinary Time,FALSE,,T,,,,1 Kings 8:63–9:9,Zechariah 11:4–end,1 Chronicles 28:11–end,Acts 16:25–end,Mark 11:12–26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,115,,,,Week of 26th Sunday in Ordinary Time,FALSE,,W,,,,1 Kings 10:1–25,Zechariah 12:1–10,1 Chronicles 29:1–9,Acts 17:1–15,Mark 11:27–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,116,,,,Week of 26th Sunday in Ordinary Time,FALSE,,Th,,,,1 Kings 11:1–13,Zechariah 13,1 Chronicles 29:10–20,Acts 17:16–end,Mark 12:1–12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,117,,,,Week of 26th Sunday in Ordinary Time,FALSE,,F,,,,1 Kings 11:26–end,Zechariah 14:1–11,1 Chronicles 29:21–end,Acts 18:1–21,Mark 12:13–17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,118,,,,Week of 26th Sunday in Ordinary Time,FALSE,,S,,,,1 Kings 12:1–24,Zechariah 14:12–end,2 Chronicles 1:1–13,Acts 18:22–19:7,Mark 12:18–27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,119,,,,27th Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,120,,,,Week of 27th Sunday in Ordinary Time,FALSE,,M,,,,1 Kings 12:25–13:10,Ezekiel 1:1–14,2 Chronicles 2:1–16,Acts 19:8–20,Mark 12:28–34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,121,,,,Week of 27th Sunday in Ordinary Time,FALSE,,T,,,,1 Kings 13:11–end,Ezekiel 1:15–2:2,2 Chronicles 3,Acts 19:21–end,Mark 12:35–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,122,,,,Week of 27th Sunday in Ordinary Time,FALSE,,W,,,,1 Kings 17,Ezekiel 2:3–3:11,2 Chronicles 5,Acts 20:1–16,Mark 13:1–13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,123,,,,Week of 27th Sunday in Ordinary Time,FALSE,,Th,,,,1 Kings 18:1–20,Ezekiel 3:12–end,2 Chronicles 6:1–21,Acts 20:17–end,Mark 13:14–23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,124,,,,Week of 27th Sunday in Ordinary Time,FALSE,,F,,,,1 Kings 18:21–end,Ezekiel 8,2 Chronicles 6:22–end,Acts 21:1–16,Mark 13:24–31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,125,,,,Week of 27th Sunday in Ordinary Time,FALSE,,S,,,,1 Kings 19,Ezekiel 9,2 Chronicles 7,Acts 21:17–36,Mark 13:32–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,126,,,,28th Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,127,,,,Week of 28th Sunday in Ordinary Time,FALSE,,M,,,,1 Kings 21,Ezekiel 10:1–19,2 Chronicles 9:1–12,Acts 21:37–22:21,Mark 14:1–11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,128,,,,Week of 28th Sunday in Ordinary Time,FALSE,,T,,,,1 Kings 22:1–28,Ezekiel 11:14–end,2 Chronicles 10:1–11:4,Acts 22:22–23:11,Mark 14:12–25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,129,,,,Week of 28th Sunday in Ordinary Time,FALSE,,W,,,,1 Kings 22:29–45,Ezekiel 12:1–16,2 Chronicles 12,Acts 23:12–end,Mark 14:26–42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,130,,,,Week of 28th Sunday in Ordinary Time,FALSE,,Th,,,,2 Kings 1:2–17,Ezekiel 12:17–end,2 Chronicles 13:1–14:1,Acts 24:1–23,Mark 14:43–52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,131,,,,Week of 28th Sunday in Ordinary Time,FALSE,,F,,,,2 Kings 2:1–18,Ezekiel 13:1–16,2 Chronicles 14:2–end,Acts 24:24–25:12,Mark 14:53–65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,132,,,,Week of 28th Sunday in Ordinary Time,FALSE,,S,,,,2 Kings 4:1–37,Ezekiel 14:1–11,2 Chronicles 15:1–15,Acts 25:13–end,Mark 14:66–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,133,,,,29th Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,134,,,,Week of 29th Sunday in Ordinary Time,FALSE,,M,,,,2 Kings 5,Ezekiel 14:12–end,2 Chronicles 17:1–12,Acts 26:1–23,Mark 15:1–15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,135,,,,Week of 29th Sunday in Ordinary Time,FALSE,,T,,,,2 Kings 6:1–23,Ezekiel 18:1–20,2 Chronicles 18:1–27,Acts 26:24–end,Mark 15:16–32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,136,,,,Week of 29th Sunday in Ordinary Time,FALSE,,W,,,,2 Kings 9:1–16,Ezekiel 18:21–32,2 Chronicles 18:28–end; 2 Chronicles 19,Acts 27:1–26,Mark 15:33–41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,137,,,,Week of 29th Sunday in Ordinary Time,FALSE,,Th,,,,2 Kings 9:17–end,Ezekiel 20:1–20,2 Chronicles 20:1–23,Acts 27:27–end,Mark 15:42–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,138,,,,Week of 29th Sunday in Ordinary Time,FALSE,,F,,,,2 Kings 12:1–19,Ezekiel 20:21–38,2 Chronicles 22:10–end; 2 Chronicles 23,Acts 28:1–16,Mark 16:1–8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,139,,,,Week of 29th Sunday in Ordinary Time,FALSE,,S,,,,2 Kings 17:1–23,Ezekiel 24:15–end,2 Chronicles 24:1–22,Acts 28:17–end,Mark 16:9–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,140,,,,30th Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,141,,,,Week of 30th Sunday in Ordinary Time,FALSE,,M,,,,2 Kings 17:24–end,Ezekiel 28:1–19,2 Chronicles 26:1–21,Philippians 1:1–11,John 13:1–11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,142,,,,Week of 30th Sunday in Ordinary Time,FALSE,,T,,,,2 Kings 18:1–12,Ezekiel 33:1–20,2 Chronicles 28,Philippians 1:12–end,John 13:12–20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,143,,,,Week of 30th Sunday in Ordinary Time,FALSE,,W,,,,2 Kings 18:13–end,Ezekiel 33:21–end,2 Chronicles 29:1–19,Philippians 2:1–13,John 13:21–30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,144,,,,Week of 30th Sunday in Ordinary Time,FALSE,,Th,,,,2 Kings 19:1–19,Ezekiel 34:1–16,2 Chronicles 29:20–end,Philippians 2:14–end,John 13:31–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,145,,,,Week of 30th Sunday in Ordinary Time,FALSE,,F,,,,2 Kings 19:20–36,Ezekiel 34:17–end,2 Chronicles 30,Philippians 3:1–4:1,John 14:1–14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,146,,,,Week of 30th Sunday in Ordinary Time,FALSE,,S,,,,2 Kings 20,Ezekiel 36:16–36,2 Chronicles 32:1–22,Philippians 4:2–end,John 14:15–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,147,,,,31st Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,148,,,,Week of 31st Sunday in Ordinary Time,FALSE,,M,,,,2 Kings 21:1–18,Ezekiel 37:1–14,2 Chronicles 33:1–13,1 Timothy 1:1–17,John 15:1–11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,149,,,,Week of 31st Sunday in Ordinary Time,FALSE,,T,,,,2 Kings 22:1–23:3,Ezekiel 37:15–end,2 Chronicles 34:1–18,1 Timothy 1:18–end; 1 Timothy 2,John 15:12–17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,150,,,,Week of 31st Sunday in Ordinary Time,FALSE,,W,,,,2 Kings 23:4–25,Ezekiel 39:21–end,2 Chronicles 34:19–end,1 Timothy 3,John 15:18–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,151,,,,Week of 31st Sunday in Ordinary Time,FALSE,,Th,,,,2 Kings 23:36–24:17,Ezekiel 43:1–12,2 Chronicles 35:1–19,1 Timothy 4,John 16:1–15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,152,,,,Week of 31st Sunday in Ordinary Time,FALSE,,F,,,,2 Kings 24:18–25:12,Ezekiel 44:4–16,2 Chronicles 35:20–36:10,1 Timothy 5:1–16,John 16:16–22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,153,,,,Week of 31st Sunday in Ordinary Time,FALSE,,S,,,,2 Kings 25:22–end,Ezekiel 47:1–12,2 Chronicles 36:11–end,1 Timothy 5:17–end,John 16:23–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,154,,,,32nd Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,155,,,,Week of 32nd Sunday in Ordinary Time,FALSE,,M,,,,"Exodus 22:21–27,23:1–17",Ecclesiastes 1,Micah 1:1–9,1 Timothy 6:1–10,John 17:1–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,156,,,,Week of 32nd Sunday in Ordinary Time,FALSE,,T,,,,Exodus 29:38–30:16,Ecclesiastes 2,Micah 2,1 Timothy 6:11–end,John 17:6–19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,157,,,,Week of 32nd Sunday in Ordinary Time,FALSE,,W,,,,Leviticus 8,Ecclesiastes 3:1–15,Micah 3,2 Timothy 1:1–14,John 17:20–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,158,,,,Week of 32nd Sunday in Ordinary Time,FALSE,,Th,,,,Leviticus 9,Ecclesiastes 3:16–end; Ecclesiastes 4,Micah 4:1–5:1,2 Timothy 1:15–2:13,John 18:1–11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,159,,,,Week of 32nd Sunday in Ordinary Time,FALSE,,F,,,,Leviticus 16:2–24,Ecclesiastes 5,Micah 5:2–end,2 Timothy 2:14–end,John 18:12–27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,160,,,,Week of 32nd Sunday in Ordinary Time,FALSE,,S,,,,Leviticus 17,Ecclesiastes 6,Micah 6,2 Timothy 3,John 18:28–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,161,,,,33rd Sunday in Ordinary Time,,,Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,162,,,,Week of 33rd Sunday in Ordinary Time,FALSE,,M,,,,"Leviticus 19:1–18,19:30–end",Ecclesiastes 7:1–14,Micah 7:1–7,2 Timothy 4:1–8,John 19:1–16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,163,,,,Week of 33rd Sunday in Ordinary Time,FALSE,,T,,,,Leviticus 23:1–22,Ecclesiastes 7:15–end,Micah 7:8–end,2 Timothy 4:9–end,John 19:17–30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,164,,,,Week of 33rd Sunday in Ordinary Time,FALSE,,W,,,,Leviticus 23:23–end,Ecclesiastes 8,Habakkuk 1:1–11,Titus 1,John 19:31–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,165,,,,Week of 33rd Sunday in Ordinary Time,FALSE,,Th,,,,Leviticus 24:1–9,Ecclesiastes 9,Habakkuk 1:12–2:5,Titus 2,John 20:1–10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,166,,,,Week of 33rd Sunday in Ordinary Time,FALSE,,F,,,,Leviticus 25:1–24,Ecclesiastes 11:1–8,Habakkuk 2:6–end,Titus 3,John 20:11–18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OrdinaryTimeAfterPentecost,ByDayOfWeek,167,,,,Week of 33rd Sunday in Ordinary Time,FALSE,,S,,,,"Numbers 6:1–5,6:21–end",Ecclesiastes 11:9–end; Ecclesiastes 12,Habakkuk 3:2–19a,Philemon,John 20:19–end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
