Rule class order,Rule set name,RuleType,row (within class),extra data,feast / season type,evening name,day name,Is Seasonal Time,ByDayOfWeek-RclYear,ByDayOfWeek-Weekday,ByDayOfMonth-Year,ByDayOfMonth-Month,ByDayOfMonth-Day,OT1,OT2a,OT2b,NT1,NT2,Morning apoc.,Morning OT,Morning OT alt,Morning NT,Morning NT alt,Evening apoc.,Evening OT,Evening OT alt,Evening NT,Evening NT alt.,Evening gospel for communion,M Psalm main,M Psalm optional,M Psalm alt.,M omitted if canticle,E Psalm main,E Psalm optional,E Psalm alt.,E omitted if canticle,RclTrack1-NameOverride,RclTrack1-FullNameOverride,RclTrack1-Note,RclTrack1-Other,RclTrack1-Apoc,RclTrack1-OT,RclTrack1-OT-alt,RclTrack1-Psalm,RclTrack1-Psalm-alt,RclTrack1-Canticle,RclTrack1-ApocCanticle,RclTrack1-NT,RclTrack1-NT-alt,RclTrack1-Gospel,RclTrack1-Gospel-alt,RclTrack2-NameOverride,RclTrack2-FullNameOverride,RclTrack2-Note,RclTrack2-Other,RclTrack2-Apoc,RclTrack2-OT,RclTrack2-OT-alt,RclTrack2-Psalm,RclTrack2-Psalm-alt,RclTrack2-Canticle,RclTrack2-Apoc-Canticle,RclTrack2-NT,RclTrack2-NT-alt,RclTrack2-Gospel,RclTrack2-Gospel-alt,RclTrack3-NameOverride,RclTrack3-FullNameOverride,RclTrack3-Note,RclTrack3-Other,RclTrack3-Apoc,RclTrack3-OT,RclTrack3-OT-alt,RclTrack3-Psalm,RclTrack3-Psalm-alt,RclTrack3-Canticle,RclTrack3-Apoc-Canticle,RclTrack3-NT,RclTrack3-NT-alt,RclTrack3-Gospel,RclTrack2-Gospel-alt
5,Lent,ByDayOfWeek,67,,Lent,,Week of 5th Sunday of Lent,TRUE,,W,,,,Exodus 9:1–12,Jeremiah 22:20–23:8,N/A,Hebrews 12:3–13,John 12:1–11,,,,,,,,,,,,55,124,,,62,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Lent,ByDayOfWeek,68,,Lent,,Week of 5th Sunday of Lent,TRUE,,Th,,,,Exodus 9:13–end,Jeremiah 23:9–32,N/A,Hebrews 12:14–end,John 12:12–19,,,,,,,,,,,,40,125,,,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Lent,ByDayOfWeek,69,,Lent,,Week of 5th Sunday of Lent,TRUE,,F,,,,Exodus 10,Jeremiah 24,N/A,Hebrews 13:1–16,John 12:20–36a,,,,,,,,,,,,22,126,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Lent,ByDayOfWeek,70,,Lent,,Week of 5th Sunday of Lent,TRUE,,S,,,,Exodus 11,Jeremiah 25:1–14,N/A,Hebrews 13:17–end,John 12:36b–end,,,,,,,,,,,,23,127,,,130,"128,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,1,,,,,FALSE,A,Su,,,,,,,,,,Jeremiah 26:1-16,,Acts 3:1-10,,,Amos 2:4-16,,Ephesians 4:17-32,,Mark 1:29-39,"5,6",,,,4,"1,3",,,,,,,,"Isaiah 58:1-9a,(9b-12)",,"112:1-9,(10)",,,,"1 Corinthians 2:1-12,(13-16)",,Matthew 5:13-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,2,,,,,FALSE,B,Su,,,,,,,,,,Jeremiah 26:1-16,,Acts 3:1-10,,,"Numbers 13:1-2,27-33",,Philippians 2:12-28,,Luke 5:1-11,"2,3",,,,5,,,,,,,,,Isaiah 40:21-31,,"147:1-12,21c*",,,,1 Corinthians 9:16-23,,Mark 1:29-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,3,,,,,FALSE,C,Su,,,,,,,,,,Jeremiah 26:1-16,,Acts 3:1-10,,Wisdom 6:1-21, Hosea 1,,Colossians 3:1-22,,Matthew 5:13-20,"3,4",,,,2,1,,,,,,,,"Isaiah 6:1-8,(9-13)",,138,,,,1 Corinthians 15:1-11,,Luke 5:1-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,4,,,,,FALSE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,5,,,,,FALSE,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,6,,,,,FALSE,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,7,,,,,FALSE,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,8,,,,,FALSE,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,9,,,,,FALSE,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,10,,,,,FALSE,A,Su,,,,,,,,,,"Jeremiah 30:1-3,10-22",,Acts 6,,,Amos 3:1-8,,Ephesians 5:1-17,,Mark 1:40-45,10,,,,13,7,,,,,,,Ecclesiasticus 15:15-20,Deuteronomy 30:15-20,,119:1-8,,,,1 Corinthians 3:1-9,,Matthew 5:21-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,11,,,,,FALSE,B,Su,,,,,,,,,,"Jeremiah 30:1-3,10-22",,Acts 6,,,Numbers 20:2-13,,Philippians 3:7-21,,Luke 6:17-26,7,,,,6,,,,,,,,,2 Kings 5:1-14,,30,,,,1 Corinthians 9:24-27,,Mark 1:40-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,12,,,,,FALSE,C,Su,,,,,,,,,,"Jeremiah 30:1-3,10-22",,Acts 6,,Wisdom 11:21-12:11,"Hosea 10:1-8,12",,Galatians 4:8-20,,Matthew 5:21-37,7,,,,6,5,,,,,,,,Jeremiah 17:5-10,,1,,,,1 Corinthians 15:12-20,,Luke 6:17-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,13,,,,,FALSE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,14,,,,,FALSE,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,15,,,,,FALSE,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,16,,,,,FALSE,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,17,,,,,FALSE,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,18,,,,,FALSE,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,19,,,,,FALSE,A,Su,,,,,,,,,,Jeremiah 33:1-11,,Acts 8:4-25,,,Amos 9:5-15,,Ephesians 6:1-20,,Mark 2:1-12,"21,23",,,,18:1-20,,18:21-30,,,,,,,"Leviticus 19:1-2,9-18",,119:33-40,,,,"1 Corinthians 3:10-11,16-23",,Matthew 5:38-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,20,,,,,FALSE,B,Su,,,,,,,,,,Jeremiah 33:1-11,,Acts 8:4-25,,,Numbers 22:21-23:12,,Philippians 4:10-20,,Luke 6:27-38,9,,,,10,,,,,,,,,Isaiah 43:18-25,,41,,,,2 Corinthians 1:18-22 ,,Mark 2:1-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ThreeSundaysBetweenEpiphanyAndLent,ByDayOfWeek,21,,,,,FALSE,C,Su,,,,,,,,,,Jeremiah 33:1-11,,Acts 8:4-25,,,Hosea 14,,Galatians 5:2-10,,Matthew 6:1-8,10,,,,13,11,,,,,,,,"Genesis 45:3-11,15",,"37:1-11,40,41*",,,,"1 Corinthians 15:35-38,42-50",,Luke 6:27-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,1,,HolyWeek,,6th Sunday of Lent - Palm Sunday,TRUE,A,Su,,,,,,,,,,Zechariah 9:9-12 ,,Luke 16:19-31,,,Isaiah 5:1-7,,Matthew 21:33-46,,,"61,62",,,,80,,,,Passion,RCL (Liturgy of the Passion),,,,Isaiah 50:4-9a,,31:9-16*,,,,Philippians 2:5-11,,Matthew 26:14-27:66,Matthew 27:11-54,Palms,RCL (Liturgy of the Palms),,,,,,"118:1-2,19-29*",,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,2,,HolyWeek,,6th Sunday of Lent - Palm Sunday,TRUE,B,Su,,,,,,,,,,Zechariah 9:9-12,,1 Corinthians 2:1-12,,,Isaiah 5:1-7,,Mark 12:1-12,,,"61,62",,,,69:1-20,,,,Passion,RCL (Liturgy of the Passion),,,,Isaiah 50:4-9a,,31:9-16*,,,,Philippians 2:5-12,,Mark 14:1-15:47,"Mark 15:1-39,(40-47)",Palms,RCL (Liturgy of the Palms),,,,,,"118:1-2,19-24*",,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,3,,HolyWeek,,6th Sunday of Lent - Palm Sunday,TRUE,C,Su,,,,,,,,,,Zechariah 9:9-12,,1 Corinthians 2:1-12,,,Isaiah 5:1-7,,Luke 20:9-19,,,"61,62",,,,69:1-20,,,,Passion,RCL (Liturgy of the Passion),,,,Isaiah 50:4-9a,,31:9-16*,,,,Philippians 2:5-13,,Luke 22:14-23:56,Luke 23:1-49,Palms,RCL (Liturgy of the Palms),,,,,,"118:1-2,19-29*",,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,4,,HolyWeek,,Monday in Holy Week,TRUE,,M,,,,,,,,,,"Lamentations 1:1-12a",,Luke 22:1-23,,,"Lamentations 2:8-19",,Colossians 1:18-23,,,41,,,,25,,,,,,,,,"Isaiah 42:1-9",,"36:5-11",,,,"Hebrews 9:11-15",,John 12:1-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,5,,HolyWeek,,Tuesday in Holy Week,TRUE,,T,,,,,,,,,,Lamentations 3:1-18,,"Luke 22:(24-38),39-53",,,Lamentations 3:40-51,,Galatians 6:11-end,,,27,,,,55:13-24,,,,,,,,,"Isaiah 49:1-7",,"71:(1-8),9-14",,,,1 Corinthians 1:18-31,,John 12:20-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,6,,HolyWeek,,Wednesday in Holy Week,TRUE,,W,,,,,,,,,"Wisdom 1:16-2:1,2:12-22",Jeremiah 11:18-20,,Luke 22:54-71,,,"Isaiah 63:1-9",,Revelation 14:18-15:4,,, 102*,,,,88,,,,,,,,,"Isaiah 50:4-9a",,70,,,,"Hebrews 12:1-3",,John 13:21-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,7,,HolyWeek;PrincipalHolyDay,,Maundy Thursday,TRUE,,Th,,,,,,,,,,Leviticus 16:2-24,,Luke 23:1-25,,,Exodus 11,,Ephesians 2:11-18,,,"42,43",,,,39,,,,,,,,,"Exodus 12:1-4,(5-10),11-14",,"116:1,10-17*",,,,"1 Corinthians 11:23-26",,"John 13:1-17,31b-35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,8,,HolyWeek;PrincipalHolyDay,,Good Friday,TRUE,,F,,,,,,,,,,Genesis 22:1-18,,Hebrews 10:1-10,A part of John 18-19 (if not used at the Principal Service),,Lamentations 5:15-22,,John 19:38-42,Colossians 1:18-23,,69,,,,"130,143",,,,,,,,,Isaiah 52:13-53:12,,22*,,,,Hebrews 10:16-25,"Hebrews 4:14-16,5:7-9",John 18:1-19:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,9,,HolyWeek,,Holy Saturday,TRUE,A,S,,,,,,,,,,"Hosea 6:1-6",,John 2:18-22,,,"Job 19:21-27",,1 John 5:5-12,,,142,,,,116,,,,Holy Sat.,RCL (Holy Saturday),,,"Lamentations 3:1-9,19-24",Job 14:1-14,,"31:1-4,15,16*",,,,1 Peter 4:1-8,,Matthew 27:57-66,John 19:38-42,Vigil,RCL (Easter Vigil),A minimum of three Old Testament readings should be chosen.  The Exodus 14 reading should always be used.,,"Baruch 3:9-15,32-end,4:4","Exodus 14:10-31,15:20-21;","Genesis 1:1-2.4a; Genesis 7:1-5,11-18,8:6-18,9:8-13; Genesis 22:1-18; Isaiah 55:1-11; Proverbs 8:1-8,19-21,9:4b-6; Ezekiel 36:24-28; Ezekiel 37:1-14; Zephaniah 3:14-20;",114,"136:1-9,23-26,46,16,19,42,43,143,98","Canticle: Exodus 15:1b-13,17-18; Canticle: Isaiah 12:2-6;",,Romans 6:3-11,Matthew 28:1-10,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,9,,HolyWeek,,Holy Saturday,TRUE,B,S,,,,,,,,,,"Hosea 6:1-6",,John 2:18-22,,,"Job 19:21-27",,1 John 5:5-12,,,142,,,,116,,,,Holy Sat.,RCL (Holy Saturday),,,"Lamentations 3:1-9,19-24",Job 14:1-14,,"31:1-4,15,16*",,,,1 Peter 4:1-8,,Matthew 27:57-66,John 19:38-42,Vigil,RCL (Easter Vigil),A minimum of three Old Testament readings should be chosen.  The Exodus 14 reading should always be used.,,"Baruch 3:9-15,32-end,4:4","Exodus 14:10-31,15:20-21;","Genesis 1:1-2.4a; Genesis 7:1-5,11-18,8:6-18,9:8-13; Genesis 22:1-18; Isaiah 55:1-11; Proverbs 8:1-8,19-21,9:4b-6; Ezekiel 36:24-28; Ezekiel 37:1-14; Zephaniah 3:14-20;",114,"136:1-9,23-26,46,16,19,42,43,143,98","Canticle: Exodus 15:1b-13,17-18; Canticle: Isaiah 12:2-6;",,Romans 6:3-11,Mark 16:1-8,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,9,,HolyWeek,,Holy Saturday,TRUE,C,S,,,,,,,,,,"Hosea 6:1-6",,John 2:18-22,,,"Job 19:21-27",,1 John 5:5-12,,,142,,,,116,,,,Holy Sat.,RCL (Holy Saturday),,,"Lamentations 3:1-9,19-24",Job 14:1-14,,"31:1-4,15,16*",,,,1 Peter 4:1-8,,Matthew 27:57-66,John 19:38-42,Vigil,RCL (Easter Vigil),A minimum of three Old Testament readings should be chosen.  The Exodus 14 reading should always be used.,,"Baruch 3:9-15,32-end,4:4","Exodus 14:10-31,15:20-21;","Genesis 1:1-2.4a; Genesis 7:1-5,11-18,8:6-18,9:8-13; Genesis 22:1-18; Isaiah 55:1-11; Proverbs 8:1-8,19-21,9:4b-6; Ezekiel 36:24-28; Ezekiel 37:1-14; Zephaniah 3:14-20;",114,"136:1-9,23-26,46,16,19,42,43,143,98","Canticle: Exodus 15:1b-13,17-18; Canticle: Isaiah 12:2-6;",,Romans 6:3-11,Luke 24:1-12,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,10,,PrincipalFeast;PrincipalHolyDay;Eastertide;EasterWeek,,Easter Sunday,TRUE,A,Su,,,,,,,,,,"Exodus 14:10-18,14:26-15:2",,Revelation 15:2-4,,,"Song of Solomon 3:2-5,8:6-7",,John 20:11-18 (if not used at the Principal Service),Revelation 1:12-18,,"114,117",,,,105,,66:1-11,,,,The reading from Acts should be used as the 1st or 2nd reading.,,,Acts 10:34-43,Jeremiah 31:1-6,"118:1-2,14-24*",,,,Colossians 3:1-4,Acts 10:34-43,John 20:1-18,Matthew 28:1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,11,,PrincipalFeast;PrincipalHolyDay;Eastertide;EasterWeek,,Easter Sunday,TRUE,B,Su,,,,,,,,,,"Genesis 1:1-5,26-31",,2 Corinthians 5:14-6:2,,,Ezekiel 37:1-14,,Luke 24:13-35,,,"114,117",,,,105,,66:1-11,,,,The reading from Acts should be used as the 1st or 2nd reading.,,,Acts 10:34-43,Isaiah 25:6-9,"118:1-2,14-24*",,,,1 Corinthians 15:1-11,Acts 10:34-43,John 20:1-18,Mark 16:1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,12,,PrincipalFeast;PrincipalHolyDay;Eastertide;EasterWeek,,Easter Sunday,TRUE,C,Su,,,,,,,,,,"Ezekiel 47:1-12",,John 2:13-22,,,Isaiah 43:1-21,,1 Corinthians 15:1-11,John 20:19-23,,"114,117",,,,105,,66:1-11,,,,The reading from Acts should be used as the 1st or 2nd reading.,,,Acts 10:34-43 ,Isaiah 65:17-25,"118:1-2,14-24*",,,,1 Corinthians 15:19-26,Acts 10:34-43,John 20:1-18,Luke 24:1-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,13,,EasterWeek;Eastertide,,Monday in Easter Week,TRUE,,M,,,,Exodus 12:1–14,Song of Solomon 1:9–2:7,,1 Corinthians 15:1–11,Mark 16:1–8,,,,,,,,,,,,111,"117,146",,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,14,,EasterWeek;Eastertide,,Tuesday in Easter Week,TRUE,,T,,,,Exodus 12:14–36,Song of Solomon 2:8–end,,1 Corinthians 15:12–19,Luke 24:1–12,,,,,,,,,,,,112,147:1-12,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,15,,EasterWeek;Eastertide,,Wednesday in Easter Week,TRUE,,W,,,,Exodus 12:37–end,Song of Solomon 3,,1 Corinthians 15:20–28,Matthew 28:16–end,,,,,,,,,,,,113,147:13-end,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,16,,EasterWeek;Eastertide,,Thursday in Easter Week,TRUE,,Th,,,,Exodus 13:1–16,Song of Solomon 5:2–6:3,,1 Corinthians 15:29–34,Luke 7:11–17,,,,,,,,,,,,114,148,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,17,,EasterWeek;Eastertide,,Friday in Easter Week,TRUE,,F,,,,Exodus 13:17–14:14,Song of Solomon 7:10–8:4,,1 Corinthians 15:35–50,Luke 8:41–end,,,,,,,,,,,,115,149,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,18,,EasterWeek;Eastertide,,Saturday in Easter Week,TRUE,,S,,,,Exodus 14:15–end,Song of Solomon 8:5–7,,1 Corinthians 15:51–end,John 11:17–44,,,,,,,,,,,,116,150,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,19,,Eastertide,,2nd Sunday of Easter,TRUE,A,Su,,,,,,,,,,Exodus 12:1-17 ,,1 Corinthians 5:6b-8,,,"Daniel 6:(1-5),6-23",,Mark 15:46-16:8,,,81:1-10 ,,,, 30:1-5 ,,,,,,The reading from Acts must be used as either the first or second reading.,,,"Acts 2:14a,22-32",,16,,,,1 Peter 1:3-9 ,,John 20:19-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,20,,Eastertide,,2nd Sunday of Easter,TRUE,B,Su,,,,,,,,,,Isaiah 53:6-12 ,,Romans 4:13-25,,,"Isaiah 26:1-9,19",,Luke 24:1-12,,,22:20-31,,,, 143:1-11,,,,,,The reading from Acts must be used as either the first or second reading.,,,Acts 4:32-35 ,,133,,,,1 John 1:1-2:2,,John 20:19-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,21,,Eastertide,,2nd Sunday of Easter,TRUE,C,Su,,,,,,,,,,Exodus 12:1-13,,1 Peter 1:3-12,,,Isaiah 52:13-53:12,"Isaiah 53:1-6,9-12",Luke 24:13-35,,,136:1-16,,,,16,,,,,,The reading from Acts must be used as either the first or second reading.,,,Acts 5:27-32,,118:14-29,150,,,Revelation 1:4-8,,John 20:19-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,22,,Eastertide,,Week of 2nd Sunday of Easter,TRUE,,M,,,,Exodus 15:1–21,Deuteronomy 1:3–18,,Colossians 1:1–14,John 20:1–10,,,,,,,,,,,,19,2,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,23,,Eastertide,,Week of 2nd Sunday of Easter,TRUE,,T,,,,Exodus 15:22–16:10,Deuteronomy 1:19–40,,Colossians 1:15–end,John 20:11–18,,,,,,,,,,,,8,"20,21",,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,24,,Eastertide,,Week of 2nd Sunday of Easter,TRUE,,W,,,,Exodus 16:11–end,Deuteronomy 3:18–end,,Colossians 2:1–15,John 20:19–end,,,,,,,,,,,,30,16,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,25,,Eastertide,,Week of 2nd Sunday of Easter,TRUE,,Th,,,,Exodus 17,Deuteronomy 4:1–14,,Colossians 2:16–3:11,John 21:1–14,,,,,,,,,,,,28,29,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,26,,Eastertide,,Week of 2nd Sunday of Easter,TRUE,,F,,,,Exodus 18:1–12,Deuteronomy 4:15–31,,Colossians 3:12–4:1,John 21:15–19,,,,,,,,,,,,61,57,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,27,,Eastertide,,Week of 2nd Sunday of Easter,TRUE,,S,,,,Exodus 18:13–end,Deuteronomy 4:32–40,,Colossians 4:2–end,John 21:20–end,,,,,,,,,,,,84,63,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,28,,Eastertide,,3rd Sunday of Easter,TRUE,A,Su,,,,,,,,,,Isaiah 40:1-11,,1 Peter 5:1-11,,,Haggai 1:13-2:9 ,,1 Corinthians 3:10-17 ,,John 2:13-22,23,,,,48,,,,,,The reading from Acts must be used as either the first or second reading.,,,"Acts 2:14a,36-41",,"116:1-3,10-17*",,,,1 Peter 1:17-23,,Luke 24:13-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,29,,Eastertide,,3rd Sunday of Easter,TRUE,B,Su,,,,,,,,,,Isaiah 63:7-15,,1 Corinthians 10:1-13,,,Deuteronomy 7:7-13,,Revelation 2:1-11,,Luke 16:19-31,77:11-20,,,,142,,,,,,The reading from Acts must be used as either the first or second reading.,,,Acts 3:12-19,,4,,,,1 John 3:1-7 ,,Luke 24:36b-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,30,,Eastertide,,3rd Sunday of Easter,TRUE,C,Su,,,,,,,,,,"Exodus 15:1-2,9-18",,John 10:1-19,,,Isaiah 38:9-20,,"John 11:(17-26),27-44",,,80:1-8,,,,86,,,,,,The reading from Acts must be used as either the first or second reading.,,,"Acts 9:1-6,(7-20)",,30,,,,Revelation 5:11-14,,John 21:1-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,31,,Eastertide,,Week of 3rd Sunday of Easter,TRUE,,M,,,,Exodus 19,Deuteronomy 5:1–22,,Luke 1:1–25,Ephesians 1:1–14,,,,,,,,,,,,96,97,,,61,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,32,,Eastertide,,Week of 3rd Sunday of Easter,TRUE,,T,,,,Exodus 20:1–21,Deuteronomy 5:22–end,,Luke 1:26–38,Ephesians 1:15–end,,,,,,,,,,,,98,"99,100",,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,33,,Eastertide,,Week of 3rd Sunday of Easter,TRUE,,W,,,,Exodus 24,Deuteronomy 6,,Luke 1:39–56,Ephesians 2:1–10,,,,,,,,,,,,105,,,,72,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PalmSundayToPentecost,ByDayOfWeek,34,,Eastertide,,Week of 3rd Sunday of Easter,TRUE,,Th,,,,Exodus 25:1–22,Deuteronomy 7:1–11,,Luke 1:57–end,Ephesians 2:11–end,,,,,,,,,,,,136,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
